Job Title,Median Salary (USD),Automation Risk (%),Remote Work Ratio (%),Required_Skills,Skills_Count
publishing rights manager,-1.6484124161981086,-0.5600612049881832,-1.0514470545643215,No O*NET skills found,0
amenity horticulturist,0.2097437443587449,-1.2410002407339462,0.897030464358293,No O*NET skills found,0
"engineer, petroleum",0.1731521345676524,-0.1034355901086189,-0.8235953248533143,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
warehouse manager,0.3178868489531841,-1.6910181734484595,0.1067992381332993,No O*NET skills found,0
clinical molecular geneticist,-1.4074748123050314,-1.0083402739750515,1.270569209126945,No O*NET skills found,0
dancer,1.1679538513097618,1.6782041852363982,0.2227964823498122,Active Listening + Critical Thinking + Coordination,3
make,0.463468955939801,0.7666918192049149,1.2232727137172357,No O*NET skills found,0
hydrologist,-1.7074477246747295,1.21949193388366,-0.3972364063789292,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
economist,-0.4119233449076411,-1.0580717765856973,0.5279797082051614,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"programme researcher, broadcasting/film/video",-1.303130153762987,0.5256853065533243,0.2169275741602861,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
midwife,-0.3138553779948267,-1.2677787421396784,1.3661978896268676,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"teacher, early years/pre",-1.5934187868353051,-1.639547807110169,-1.272048956511797,No O*NET skills found,0
"psychologist, forensic",1.0653847650559989,1.3832928970278149,-0.4825081900738062,No O*NET skills found,0
music therapist,-0.9989510820969566,-1.4409695694131155,1.3078540376251098,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"scientist, forensic",-1.068519515477188,1.5547448605736067,-0.1642062282653989,No O*NET skills found,0
"teacher, secondary school",-1.085197399142782,-1.2580411052648668,-1.5161264912173762,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
hospital doctor,-0.0777984183868057,1.6736831395445215,-0.2301451379241903,No O*NET skills found,0
technical sales engineer,-1.667118985648399,-0.8820987673480282,-0.7828581974201342,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"exhibitions officer, museum/gallery",1.0422363588747126,-0.9064428595350577,0.04362216762252,No O*NET skills found,0
medical technical officer,-0.7671400941262654,0.9687477843572584,0.1385603883354398,No O*NET skills found,0
film/video editor,-0.6235288433195383,-0.1166509544387206,-1.544090112591,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
public librarian,0.9618991231562066,0.4867347590540777,-1.2427044155641676,No O*NET skills found,0
training and development officer,0.351631731062442,1.5286619046589325,0.6560599986942279,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"psychologist, clinical",-1.5527843355262787,-0.5506713408589005,-0.1555754809278607,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
insurance claims handler,0.8155411114216827,1.18506243207629,0.3577813707089091,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
actor,-1.4099667161302387,0.7583452733122188,-0.2605253685523248,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
restaurant manager,0.7542623629998024,-1.2517811958453446,-1.5344236755729572,No O*NET skills found,0
orthoptist,-0.5884094183422652,0.3535377975164743,-1.6062314934212747,Reading Comprehension + Active Listening + Writing + Speaking + Science,5
facilities manager,0.473431921624163,-1.531738255996182,-1.2399425764161551,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"research officer, political party",-0.7371977264838103,0.6234094480469707,0.1416674573769534,No O*NET skills found,0
public affairs consultant,-1.6324691719342783,-1.3300300635893676,-1.047649525735805,No O*NET skills found,0
quality manager,-1.7276331627625103,-1.3759360659991946,-0.9057600395066776,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
waste management officer,-0.3749519195714119,-0.2581944618690197,-0.0834224331860416,No O*NET skills found,0
applications developer,-0.2410548799680701,0.4822137133622006,-0.4825081900738062,No O*NET skills found,0
paediatric nurse,-0.319564235213042,0.4752582584516209,-0.3395830141641743,No O*NET skills found,0
horticultural consultant,0.4654938639111179,0.8428540504757637,1.3247703024066844,No O*NET skills found,0
technical sales engineer,-0.839005438041125,0.6035864015518185,-1.5340784456794556,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
child psychotherapist,-1.358548932431479,1.4542385371157285,1.4269583508831365,No O*NET skills found,0
sales executive,-1.3626289708811476,1.381901806045699,1.6164895624154745,No O*NET skills found,0
"editor, commissioning",0.8687917158114724,-0.6264857993842203,-1.323142980750023,No O*NET skills found,0
"accountant, chartered management",-1.722155333362492,-1.3613296106869768,1.7286892778034704,No O*NET skills found,0
tree surgeon,-0.98131886465154,-0.4439051079815004,1.1832260460710586,No O*NET skills found,0
press sub,-0.9553234401873898,-1.64267776181993,-0.1952769186805362,No O*NET skills found,0
quarry manager,-0.5227423037787577,0.2088643353764142,-0.8360236010193692,No O*NET skills found,0
computer games developer,-1.1908552837356852,-0.2522823251950268,-1.210252805575024,No O*NET skills found,0
"designer, television/film set",-0.4450155371053639,-0.3267056927382307,-0.0368163975633355,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
secondary school teacher,-1.6420363390168993,0.7802549562805455,-0.0837676630795433,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"scientist, water quality",0.5108970781089665,-1.034771002635255,0.0450030871965261,No O*NET skills found,0
speech and language therapist,-0.8401303546250757,0.97848542123207,0.786556898437805,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
operational researcher,0.3239159485055544,0.0687119189282313,-0.0596015705344363,No O*NET skills found,0
"teacher, early years/pre",1.5153426806053998,-0.3913914234066229,0.4427079245102844,No O*NET skills found,0
clinical biochemist,-1.0129051623160588,1.189931250513696,0.7223441382465211,No O*NET skills found,0
"engineer, mining",0.8964787288664716,-0.3691339676927675,-0.8743441191980387,No O*NET skills found,0
research scientist (maths),1.2740647829071543,0.8772835522831335,-1.404962465509885,No O*NET skills found,0
fisheries officer,-1.596856887611518,1.200712205625095,-0.4638657758247238,No O*NET skills found,0
agricultural engineer,0.3212833937822243,1.4319810814018732,-0.2767511735468965,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"therapist, horticultural",1.187383726721678,-0.0707449520288939,-1.6863248287136288,No O*NET skills found,0
community pharmacist,-1.1391730531003728,0.7186991803219138,1.6931305987728131,No O*NET skills found,0
"producer, television/film/video",0.5546862941907569,-1.2969916527641137,1.5702287566862696,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
museum education officer,0.4314069443905166,1.3565143956220822,1.408315936634054,No O*NET skills found,0
"designer, industrial/product",-0.6620933434977249,0.4776926676703238,0.8338533938475138,No O*NET skills found,0
professor emeritus,-1.2056663463898352,0.1052280572087752,-0.2373949656877224,No O*NET skills found,0
games developer,1.6842545288155106,1.5251841772036427,-1.5154360314303734,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
corporate investment banker,-0.391506588400634,0.8602426877522131,0.4927662590680058,No O*NET skills found,0
careers information officer,0.0012069928149743,-0.7527273060112437,-0.3782487622363452,No O*NET skills found,0
occupational hygienist,-0.1709401166529828,1.1694126585274855,0.9056612116958312,No O*NET skills found,0
corporate investment banker,-0.6500865807751491,-1.4173210227171442,-1.6528375290439807,No O*NET skills found,0
"engineer, technical sales",-1.0249258738880351,1.4455442184775038,0.2013922289527176,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"scientist, marine",-0.9269811218115928,0.1521773778551889,-1.6193502293743327,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
commissioning editor,0.4617073325009195,1.543963905462208,0.5973709167989684,No O*NET skills found,0
"surveyor, insurance",0.9989254720869502,1.011176059311795,1.642381804428089,No O*NET skills found,0
environmental manager,-0.6838175140350066,-0.5058086566856607,1.5277654797855822,No O*NET skills found,0
"engineer, production",1.3889079848303378,0.5284674885175562,-0.2018362866570651,No O*NET skills found,0
theatre director,1.705184777341076,-0.6696096198298152,-1.1757298162248713,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
music therapist,-1.2478700432564265,-0.3559186033626658,0.9702192017806168,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
energy engineer,-1.0257325823450352,0.5886321734940717,1.0230393754863505,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
fast food restaurant manager,-0.1852745936192799,-0.7882001260552008,-1.552720859928538,Active Listening + Service Orientation,2
"engineer, building services",-1.7309346810550092,-1.3470709281202882,1.223963173504239,No O*NET skills found,0
research scientist (medical),0.1134847688525678,0.7333056356341315,0.9726358110351278,No O*NET skills found,0
oceanographer,0.8073275639329763,1.442066491022214,-1.0303880310607287,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
passenger transport manager,-0.65453742613805,-1.1853566014493078,1.3779357060059196,No O*NET skills found,0
interior and spatial designer,1.3604732553272614,-0.7652471248502875,-0.3537374397977367,No O*NET skills found,0
it technical support officer,-0.4574000811658719,0.3215427049278072,-0.7714656109345839,No O*NET skills found,0
forensic scientist,0.0840207305041411,-0.5847530699207414,0.5718239046798557,No O*NET skills found,0
systems analyst,0.838705791260603,1.073427380761484,-0.9955198118170744,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
fish farm manager,-0.3869255537766612,1.6882895948567391,-0.3779035323428437,No O*NET skills found,0
personal assistant,1.3932643848587556,1.3408646220732776,1.361019441224345,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"doctor, hospital",-0.5750321811660827,0.7503465001650523,1.4535410526827537,No O*NET skills found,0
"presenter, broadcasting",0.3948467195105755,-0.7530750787567728,0.7675692542952207,No O*NET skills found,0
clinical biochemist,1.6296604758678277,0.7107004071747475,-1.3638801081832033,No O*NET skills found,0
radio broadcast assistant,1.7246309264106263,-0.7283832138242144,1.048241157711962,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
customer service manager,0.4149473020978356,-0.0404887231678716,-0.6119694001368786,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
therapeutic radiographer,1.286854424802338,-0.3979991055716737,-0.9851629150120288,No O*NET skills found,0
manufacturing engineer,1.1991864875217706,0.94057819196941,1.3900187522784728,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"embryologist, clinical",1.5776112161326623,-0.5844052971752124,1.589561630722355,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"radiographer, therapeutic",0.0898356570980064,-0.1688168662680692,-0.3416543935251835,No O*NET skills found,0
private music teacher,0.8043451255705154,1.626733818898108,0.4513386718478226,No O*NET skills found,0
tax inspector,0.9398041457056926,1.1791502954022974,1.188749724367083,No O*NET skills found,0
print production planner,-1.2171738565442818,-0.6101404803443577,0.546622122454244,No O*NET skills found,0
heritage manager,1.578424899014363,-0.7930689444926066,-1.4577826392156183,No O*NET skills found,0
art gallery manager,1.5388139445301037,0.6540134496535217,1.6634408279316817,No O*NET skills found,0
"librarian, academic",-0.5264500823100485,0.079840646785159,-0.6616825048010984,No O*NET skills found,0
"scientist, audiological",1.2408081105269164,-0.4275597889416379,-0.462139626357216,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"teacher, special educational needs",-1.481918949752823,0.8835434617026556,0.503813615660055,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
field trials officer,0.8376878158553901,0.4745627129605628,1.7103920934478891,No O*NET skills found,0
community education officer,-1.104786814519717,-0.4487739264189063,-1.5824106307696693,No O*NET skills found,0
"surveyor, building control",-0.1555670316084013,0.0172415525899406,1.6800118628197551,No O*NET skills found,0
town planner,-0.5599595775856719,1.3808584878091117,-0.3523565202237306,No O*NET skills found,0
computer games developer,-0.8094132446388304,1.5230975407304688,-1.0756131471094286,No O*NET skills found,0
control and instrumentation engineer,0.1117103589684029,-0.5531057500776033,1.2015232304266397,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"sound technician, broadcasting/film/video",0.3182108691007182,-1.247260150153468,-0.3036791052400155,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
hydrographic surveyor,0.1401712425641051,-0.9311347244676158,1.4172919138650937,No O*NET skills found,0
"teacher, english as a foreign language",1.029480426698914,-0.8177608094251649,-0.7614539440230396,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
chartered certified accountant,0.4282748464980287,-1.6795416728460029,0.0263606729474437,No O*NET skills found,0
marine scientist,-0.0912715539026172,0.6213228115737967,0.6263702278530967,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"psychologist, clinical",-0.7543173237137558,-0.9095728142448184,1.2329391507352785,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
materials engineer,0.3701363327974533,-0.9137460871911663,-1.0041505591546127,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"scientist, biomedical",0.7725888263039271,1.5057089034540192,0.1972494702306991,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"pharmacist, community",0.9425108036914628,-0.9147894054277532,1.6396199652800765,No O*NET skills found,0
maintenance engineer,0.5797622569985854,-1.646851034766278,-0.1327903079567599,No O*NET skills found,0
health and safety inspector,1.72519585481135,1.0153493322581426,-0.2118479535686094,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"doctor, hospital",-0.3104178584206723,0.0155026888622957,1.284723634760507,No O*NET skills found,0
research scientist (maths),0.4852782725786319,-1.5383459381612328,-0.2978101970504895,No O*NET skills found,0
warehouse manager,0.0231563791498695,1.144720793594927,-1.480567812186719,No O*NET skills found,0
broadcast engineer,-1.527586320286195,-0.5113730206141245,1.470457317464329,No O*NET skills found,0
veterinary surgeon,0.977399200850539,0.2874609758659662,1.2139515065926945,No O*NET skills found,0
"teacher, special educational needs",0.40213034370591,0.9537935562995116,0.6070373538170112,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
fine artist,0.6523863602006309,-1.610682669231263,1.5111944448975088,No O*NET skills found,0
"scientist, biomedical",-1.208561023241484,1.6263860461525788,-0.0599468004279378,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
waste management officer,-0.5232607360148124,-0.6769128474859238,0.2238321720303168,No O*NET skills found,0
"horticulturist, amenity",-0.372494306667648,1.4702360834100625,0.4140538433496578,No O*NET skills found,0
forensic psychologist,1.1414757385361458,0.7646051827317408,-0.3640943366027827,No O*NET skills found,0
general practice doctor,0.8254288114394875,1.3718163964253576,-1.001043490113099,No O*NET skills found,0
diagnostic radiographer,1.2362477085760155,-1.5560823481832111,-0.8494875668659287,Reading Comprehension + Active Listening + Writing + Speaking + Science,5
curator,-1.2989556699788352,-1.380457111691071,-0.806333830178238,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
risk manager,-0.4860818215437496,-0.0860469528321694,0.4461602234452997,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
environmental education officer,0.0010954020197698,0.291634248812314,0.1078349278138039,No O*NET skills found,0
engineering geologist,-1.3915705085791117,-1.3317689273170126,0.3639955087919366,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"merchandiser, retail",-0.1206981047182796,0.2349472912910885,-0.6178383083264045,No O*NET skills found,0
"programmer, systems",1.123615399282824,0.6282782664843766,-1.4988649965423,No O*NET skills found,0
chemical engineer,-1.7279821745985535,0.9430126011881128,-0.5280785360160077,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"solicitor, scotland",1.6199590511097266,-0.889749767749666,-1.5955293667227275,No O*NET skills found,0
restaurant manager,1.3122706814153344,-1.2942094707998817,0.7468554606851293,No O*NET skills found,0
arts administrator,1.6601747463357066,1.250095935490211,0.8055445425803889,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
architect,0.0938357802646512,0.6811397238047829,-0.7687037717865716,No O*NET skills found,0
geographical information systems officer,-1.4284655058446665,-0.277669735618643,1.008194490065785,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"engineer, manufacturing",0.3784879157750195,0.2387727914919076,-1.6034696542732625,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"journalist, magazine",0.78608259449281,1.126288838081891,1.6969281276013295,No O*NET skills found,0
ranger/warden,-1.528477593642686,-0.7189933496949317,-1.38804620072831,No O*NET skills found,0
"programme researcher, broadcasting/film/video",1.096410493335232,-0.2498479159763239,1.4145300747170817,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
"engineer, petroleum",-0.4707418650164945,-1.2239593762030256,-0.0575301911734271,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"engineer, building services",0.6289656608550038,0.8404196412570605,-0.1642062282653989,No O*NET skills found,0
sales executive,-0.6235831857119946,1.7265445968649278,0.7144038506959859,No O*NET skills found,0
print production planner,-0.2092442383090251,-1.3035993349291644,-1.1688252183548409,No O*NET skills found,0
colour technologist,-0.2516376976476702,-1.075808186607676,-0.4493661202976596,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
communications engineer,-1.4821200456650143,-1.1651857822086262,1.4580290412982737,No O*NET skills found,0
"teacher, music",-0.6993361901952069,-1.483745617113181,-0.5391258926080565,No O*NET skills found,0
corporate investment banker,-0.9644692357777014,-0.3753938771122893,0.9615884544430786,No O*NET skills found,0
"lighting technician, broadcasting/film/video",-1.6486896495799452,0.3486689790790684,-0.4752583623102742,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
commercial/residential surveyor,0.6431972650569715,-0.6856071661241486,-1.5206144798328962,No O*NET skills found,0
magazine journalist,-0.8548437753334218,0.5124699422232228,0.4078397052666303,No O*NET skills found,0
animal nutritionist,-0.5713520097325638,-0.7711592615242803,1.6651669773991893,No O*NET skills found,0
training and development officer,-1.3627826988255831,-0.062746178881727,-0.8943674530211272,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
lawyer,0.6589257551602388,-0.850103674759361,-0.6792892293696763,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
ceramics designer,1.3958696230853422,-1.734489766639583,-0.4742226726297695,No O*NET skills found,0
bonds trader,-1.0833015180284202,0.8025124119944009,0.6688335047537841,No O*NET skills found,0
"therapist, drama",0.6981900226166876,1.1064657915867382,-0.0105789256572195,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
meteorologist,0.7898246639455441,-0.0777004069394735,1.4942781801159342,No O*NET skills found,0
cartographer,-1.5807944969257246,0.403964845618178,1.3786261657929224,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"engineer, site",0.3273008692934275,-1.3408110187007662,-1.264108668961262,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"engineer, technical sales",-0.1805404122529299,-0.3479198302154991,-1.2478828639666903,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
optometrist,-0.3361758618439833,1.131157656519297,-0.7566207255140182,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
community pharmacist,-0.696761755677713,-1.6833671730468218,-0.1928603094260255,No O*NET skills found,0
charity officer,1.1668667128596044,1.0776006537078322,-0.3026434155595109,No O*NET skills found,0
midwife,-0.0056642685199555,-0.1163031816931915,0.7820689098222848,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
camera operator,-0.17013079278672,-0.959999862346522,-0.5463757203715887,No O*NET skills found,0
meteorologist,0.2032903673037736,-0.0808303616492346,1.0889782851451415,No O*NET skills found,0
"surveyor, rural practice",0.5934789161768484,1.5585703607744257,-0.6927531952162358,No O*NET skills found,0
consulting civil engineer,-0.0860459661959259,1.259833572365023,0.6249893082790904,No O*NET skills found,0
"teacher, special educational needs",-1.1825481627155832,1.1415908388851663,-0.9430448680048424,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
telecommunications researcher,-0.4780217113984496,-1.4941787994790512,-0.995865041710576,No O*NET skills found,0
commercial horticulturist,-1.4682162394239604,1.6058674541663682,-1.159849241123801,No O*NET skills found,0
"geologist, wellsite",0.4549159864490137,-0.2999271913324984,0.1216441235538649,No O*NET skills found,0
"administrator, charities/voluntary organisations",0.2944646966024111,-0.9085294960082314,0.0477649263445383,No O*NET skills found,0
mental health nurse,0.0600484704051331,-1.3787182479634263,1.4145300747170817,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
administrator,1.230487124374606,-1.000689273573414,-0.1369330666787784,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
garment/textile technologist,-0.1020235013811991,-1.0452041850011249,1.1656193215024806,Operation and Control,1
historic buildings inspector/conservation officer,-0.2988467066408352,-1.0921535056475382,-1.660777816594516,No O*NET skills found,0
"engineer, control and instrumentation",0.6397623608920795,-0.7951555809657807,-0.9192240053532372,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
industrial/product designer,0.6828829040057294,-0.7537706242478307,-0.2881437600324468,No O*NET skills found,0
research scientist (life sciences),0.6178184959767388,0.7809505017716033,-0.074446455955002,No O*NET skills found,0
early years teacher,-0.6981098538520729,-1.4475772515781664,0.9222322465839048,No O*NET skills found,0
"designer, graphic",1.6270590154546205,-0.7944600354747227,0.8880544871272537,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
housing manager/officer,0.820918102264576,0.3438001606416625,-1.3483447629756344,No O*NET skills found,0
"horticulturist, amenity",1.1251157723964738,0.398748254435243,0.620156089770069,No O*NET skills found,0
mental health nurse,0.4578795357445778,0.7931225478651178,-0.5242810071874909,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
english as a second language teacher,-0.3956647985271517,-0.1222153183671843,-0.6540874471440649,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
art gallery manager,0.2748174516206695,-1.7205788568184237,0.4789570633279448,No O*NET skills found,0
control and instrumentation engineer,-0.9222611798956726,-0.995820455136008,-0.1272666296607356,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"psychotherapist, child",0.5246204211109009,0.859894915006684,1.498420938837952,No O*NET skills found,0
chief strategy officer,-0.1495024787304713,-0.3513975576707891,-1.2727394162988002,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
translator,-1.0499201778066647,0.7812982745171325,-0.1189811122166989,No O*NET skills found,0
"teacher, adult education",0.1185235000974971,0.0377601445761512,1.2743667379554615,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
chief financial officer,1.122815665250524,-1.0956312331028282,-0.583315318976252,No O*NET skills found,0
cartographer,1.6049974571224617,-0.4477306081823192,-1.583446320450174,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
call centre manager,-0.6288741586502511,1.0372590152264691,0.1862021136386503,No O*NET skills found,0
"therapist, nutritional",-0.7170021173600084,-0.2373280971372802,0.9950757541127266,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"therapist, drama",-1.6337170127535716,1.0435189246459908,-1.1909199315389385,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
technical brewer,0.6551374801438654,-0.9401768158513696,-0.1586825499693744,No O*NET skills found,0
health and safety adviser,-1.5942487433746395,0.1514818323641308,0.071240559102642,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"administrator, civil service",-1.1618326683505806,1.0188270597134328,-0.2446447934512545,No O*NET skills found,0
"scientist, audiological",-0.0035306757637257,1.2765266641504145,1.0558362153689955,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
ophthalmologist,-1.3063816886784674,-1.3599385197048608,-1.5202692499393946,No O*NET skills found,0
science writer,-0.3049313109897786,0.9718777390670188,1.14283414853138,No O*NET skills found,0
"accountant, chartered",1.4967346249040014,-1.10189114252235,1.211534897338184,No O*NET skills found,0
acupuncturist,-0.227826139917798,1.444153127495388,-0.2926317486479667,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"engineer, petroleum",0.2861093358114654,-1.4743557529838986,-0.337511634803165,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
health service manager,1.396499355515572,-0.961390953328638,-0.6330284236404717,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
mechanical engineer,-0.9310925451724128,0.0297613714289842,-1.6065767233147763,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
broadcast presenter,-1.4251395770657165,0.7757339105886683,-1.2934532099088918,No O*NET skills found,0
international aid/development worker,1.6485649446189887,0.8223354584895531,1.4266131209896349,No O*NET skills found,0
barrister's clerk,0.8273005726684275,1.1572406124339711,-1.6707894835060602,No O*NET skills found,0
"engineer, electronics",-1.610429989881367,-0.5520624318410163,-0.155230251034359,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
chief financial officer,-1.2309030115667998,1.661163320705478,-0.7963221632666937,No O*NET skills found,0
primary school teacher,1.228264026501389,-1.145014962967945,-0.1814677229404752,No O*NET skills found,0
fish farm manager,1.1411540431968452,-1.4030623401504556,-1.4999006862228046,No O*NET skills found,0
call centre manager,-0.527345133479919,1.2695712092398346,1.2374271393507985,No O*NET skills found,0
"teacher, music",0.7839420273118798,-0.9360035429050216,-0.1376235264657813,No O*NET skills found,0
"teacher, secondary school",0.2586437607407006,0.5698524452355065,-1.2672157380027758,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
health physicist,-0.7773096771423733,-0.8215863096259838,-1.1557064824017826,No O*NET skills found,0
health visitor,0.4164180339065089,-0.1771634121607647,-1.617624079906825,No O*NET skills found,0
musician,0.9968101871955588,-1.3422021096828822,-0.1245047905127234,No O*NET skills found,0
historic buildings inspector/conservation officer,-0.443555266933741,0.9684000116117292,-0.3009172660920034,No O*NET skills found,0
quantity surveyor,1.4509515951610157,1.3432990312919808,-1.2337284383331275,No O*NET skills found,0
"scientist, research (life sciences)",1.553885095105369,-1.4590537521806233,1.5146467438325235,No O*NET skills found,0
public librarian,-0.2620993346981029,1.3012185290829723,1.2025589201071445,No O*NET skills found,0
minerals surveyor,-0.5577178812465875,-0.9589565441099352,1.4732191566123412,No O*NET skills found,0
sub,0.3165218959191318,1.339473531091162,-1.221990621954076,No O*NET skills found,0
biomedical scientist,-1.381857750380872,0.398400481689714,-0.4051766939294642,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
electrical engineer,1.6306720580503986,1.7157636417535291,1.3195918540041618,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
barrister's clerk,-0.7928507295818203,-0.1862055035445187,-1.3614634989286925,No O*NET skills found,0
"research officer, political party",0.9068206382928828,-0.1128254542379017,-0.141421055294298,No O*NET skills found,0
"engineer, agricultural",0.9685846904334914,0.2408594279650814,-0.8481066472919228,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"investment banker, operational",0.9428008235185836,-0.8744477669463904,1.6855355411157795,No O*NET skills found,0
civil service fast streamer,0.1027087014885641,1.3443423495285678,1.5443365146736552,No O*NET skills found,0
senior tax professional/tax inspector,1.168523138725923,-0.0102324943068495,1.2205108745692237,No O*NET skills found,0
art gallery manager,1.562844906037006,1.0991625639306295,0.3401746461403311,No O*NET skills found,0
psychiatric nurse,1.669678271792937,1.112030155515202,-0.0633990993629531,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
lexicographer,-1.6166651255634248,1.2473137535259793,0.7444388514306188,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
surgeon,-0.6314831746902173,-0.1003056353988579,-0.4887223281568337,No O*NET skills found,0
equality and diversity officer,0.4666800973122255,-0.1935087312006272,-1.2710132668312923,No O*NET skills found,0
energy manager,0.7625909884960638,0.4213534828946275,1.6268464592205198,No O*NET skills found,0
charity fundraiser,0.1635277190822834,0.2693767930984586,1.1390366197028632,No O*NET skills found,0
